Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
916916;01.01.2018; Purchase; Desktop Type 6, Dell;14;37;518;C;10
916917;01.01.2018; Purchase; Desktop Type 6, Huawei;15;20;300;C;10
916918;01.01.2018; Purchase; Tablet Type 2, Samsung;5;2237;11185;C;10
916919;01.01.2018; Purchase; Phone Type 3, Dell;15;1824;27360;C;10
916920;01.01.2018; Purchase; Desktop Type 3, Huawei;19;234;4446;C;10
916921;01.01.2018; Purchase; Monitor Type 3, Samsung;16;224;3584;B;10
916922;01.01.2018; Purchase; Laptop Type 5, Huawei;14;407;5698;C;10
916923;01.01.2018; Purchase; Monitor Type 4, HP;7;283;1981;C;10
916924;01.01.2018; Purchase; Mouse Type 3, Dell;16;223;3568;B;10
916925;01.01.2018; Purchase; Headphones Type 4, Huawei;11;85;935;C;10
916926;01.01.2018; Purchase; Headphones Type 4, HP;6;255;1530;C;10
916927;01.01.2018; Purchase; Monitor Type 2, Dell;17;118;2006;C;10
916928;01.01.2018; Purchase; Phone Type 2, Samsung;19;114;2166;C;10
916929;01.01.2018; Purchase; Monitor Type 1, Huawei;20;1241;24820;C;10
916930;01.01.2018; Purchase; Monitor Type 2, Huawei;7;149;1043;C;10
916931;01.01.2018; Purchase; Mouse Type 2, Dell;10;493;4930;A;10
916932;01.01.2018; Purchase; Microphone Type 2, Huawei;12;115;1380;C;10
916933;01.01.2018; Purchase; Microphone Type 2, Huawei;19;272;5168;C;10
916934;01.01.2018; Purchase; Speakers Type 6, Huawei;10;784;7840;C;10
916935;01.01.2018; Purchase; Hard Drive Type 4, Huawei;8;650;5200;B;10
916936;01.01.2018; Purchase; Laptop Type 4, Huawei;19;92;1748;A;10
916937;01.01.2018; Purchase; Microphone Type 3, Dell;7;507;3549;A;10
916938;01.01.2018; Purchase; Memory Type 2, Huawei;11;548;6028;B;10
916939;01.01.2018; Purchase; Headphones Type 4, Huawei;15;41;615;A;10
916940;01.01.2018; Purchase; Mouse Type 5, Huawei;17;1585;26945;C;10
916941;01.01.2018; Purchase; Desktop Type 5, Dell;15;22;330;C;10
916942;01.01.2018; Purchase; Phone Type 8, HP;6;283;1698;B;10
916943;01.01.2018; Purchase; Laptop Type 6, HP;16;883;14128;C;10
916944;01.01.2018; Purchase; Laptop Type 4, HP;17;246;4182;C;10
916945;01.01.2018; Purchase; Laptop Type 5, HP;19;688;13072;C;10
916946;01.01.2018; Purchase; Phone Type 12, Dell;9;57;513;C;10
916947;01.01.2018; Purchase; Monitor Type 3, HP;19;58;1102;B;10
916948;01.01.2018; Purchase; Hard Drive Type 7, Samsung;20;51;1020;B;10
916949;01.01.2018; Purchase; Speakers Type 3, Dell;10;66;660;B;10
916950;01.01.2018; Purchase; Phone Type 12, Samsung;12;319;3828;C;10
916951;01.01.2018; Purchase; Monitor Type 3, Samsung;6;271;1626;A;10
916952;01.01.2018; Purchase; Tablet Type 5, Huawei;5;37;185;A;10
916953;01.01.2018; Purchase; Phone Type 3, HP;20;46;920;C;10
916954;01.01.2018; Purchase; Phone Type 1, HP;20;59;1180;C;10
916955;01.01.2018; Purchase; Phone Type 2, Samsung;9;24;216;B;10
916956;01.01.2018; Purchase; Speakers Type 5, Samsung;7;40;280;C;10
916957;01.01.2018; Purchase; Keyboard Type 1, Huawei;5;91;455;C;10
916958;01.01.2018; Purchase; Keyboard Type 1, HP;9;127;1143;A;10
916959;01.01.2018; Purchase; Phone Type 10, HP;20;371;7420;B;10
916960;01.01.2018; Purchase; Laptop Type 1, Dell;10;44;440;C;10
916961;01.01.2018; Purchase; Hard Drive Type 2, HP;16;101;1616;C;10
916962;01.01.2018; Purchase; Laptop Type 2, HP;11;99;1089;C;10
916963;01.01.2018; Purchase; Tablet Type 7, Dell;17;1182;20094;B;10
916964;01.01.2018; Purchase; Phone Type 11, HP;18;116;2088;C;10
916965;01.01.2018; Purchase; Hard Drive Type 4, Huawei;10;41;410;B;10
916966;01.01.2018; Purchase; Keyboard Type 2, Dell;13;2384;30992;B;10
916967;01.01.2018; Purchase; Speakers Type 2, Samsung;11;255;2805;C;10
916968;01.01.2018; Purchase; Phone Type 9, Huawei;19;39;741;C;10
916969;01.01.2018; Purchase; Hard Drive Type 6, Huawei;9;104;936;C;10
916970;01.01.2018; Purchase; Phone Type 10, Samsung;19;44;836;A;10
916971;01.01.2018; Purchase; Memory Type 1, HP;6;211;1266;A;10
916972;01.01.2018; Purchase; Speakers Type 5, Dell;7;102;714;C;10
916973;01.01.2018; Purchase; Microphone Type 3, Samsung;9;53;477;B;10
916974;01.01.2018; Purchase; Microphone Type 1, Huawei;5;67;335;B;10
916975;01.01.2018; Purchase; Laptop Type 6, Dell;20;73;1460;C;10
916976;01.01.2018; Purchase; Desktop Type 6, Huawei;14;35;490;C;10
916977;01.01.2018; Purchase; Hard Drive Type 6, Samsung;20;99;1980;C;10
916978;01.01.2018; Purchase; Keyboard Type 4, Dell;6;606;3636;B;10
916979;01.01.2018; Purchase; Mouse Type 2, HP;16;160;2560;C;10
916980;01.01.2018; Purchase; Hard Drive Type 7, Huawei;9;112;1008;B;10
916981;01.01.2018; Purchase; Phone Type 5, HP;13;1585;20605;A;10
916982;01.01.2018; Purchase; Tablet Type 7, Samsung;12;22;264;A;10
916983;01.01.2018; Purchase; Laptop Type 6, Huawei;5;10;50;C;10
916984;01.01.2018; Purchase; Desktop Type 7, Dell;9;124;1116;C;10
916985;01.01.2018; Purchase; Microphone Type 3, Dell;17;101;1717;B;10
916986;01.01.2018; Purchase; Desktop Type 11, Huawei;20;327;6540;A;10
916987;01.01.2018; Purchase; Keyboard Type 4, HP;9;523;4707;A;10
916988;01.01.2018; Purchase; Memory Type 1, Huawei;20;82;1640;C;10
916989;01.01.2018; Purchase; Laptop Type 5, Samsung;8;120;960;A;10
916990;01.01.2018; Purchase; Speakers Type 1, Samsung;15;103;1545;A;10
916991;01.01.2018; Purchase; Charger Type 1, Samsung;18;650;11700;C;10
916992;01.01.2018; Purchase; Smart Watch Type 3, Huawei;6;1241;7446;B;10
916993;01.01.2018; Purchase; Desktop Type 12, Samsung;15;546;8190;C;10
916994;01.01.2018; Purchase; Desktop Type 7, Dell;7;65;455;A;10
916995;01.01.2018; Purchase; Headphones Type 1, Huawei;9;366;3294;C;10
916996;01.01.2018; Purchase; Speakers Type 1, Huawei;8;518;4144;A;10
916997;01.01.2018; Purchase; Hard Drive Type 3, Huawei;15;149;2235;B;10
916998;01.01.2018; Purchase; Desktop Type 12, HP;8;101;808;C;10
916999;01.01.2018; Purchase; Keyboard Type 4, Huawei;8;50;400;C;10
917000;01.01.2018; Purchase; Speakers Type 1, HP;16;70;1120;C;10
917001;01.01.2018; Purchase; Desktop Type 9, Huawei;7;110;770;C;10
917002;01.01.2018; Purchase; Mouse Type 4, HP;17;70;1190;B;10
917003;01.01.2018; Purchase; Tablet Type 2, Dell;18;548;9864;C;10
917004;01.01.2018; Purchase; Keyboard Type 1, Dell;7;54;378;C;10
917005;01.01.2018; Purchase; Mouse Type 6, Huawei;6;1182;7092;C;10
917006;01.01.2018; Purchase; Headphones Type 2, Dell;17;937;15929;A;10
917007;01.01.2018; Purchase; Smart Watch Type 3, HP;14;1154;16156;A;10
917008;01.01.2018; Purchase; Desktop Type 12, Samsung;14;57;798;C;10
917009;01.01.2018; Purchase; Laptop Type 5, Dell;10;105;1050;C;10
917010;01.01.2018; Purchase; Phone Type 5, Dell;9;567;5103;C;10
917011;01.01.2018; Purchase; Smart Watch Type 1, Huawei;6;1824;10944;A;10
917012;01.01.2018; Purchase; Smart Watch Type 1, Samsung;7;112;784;B;10
917013;01.01.2018; Purchase; Phone Type 11, Dell;6;99;594;C;10
917014;01.01.2018; Purchase; Hard Drive Type 7, Dell;19;54;1026;A;10
917015;01.01.2018; Purchase; Phone Type 4, Dell;12;149;1788;C;10
917016;01.01.2018; Purchase; Laptop Type 3, Dell;13;182;2366;C;10
917017;01.01.2018; Purchase; Tablet Type 4, HP;9;22;198;A;10
917018;01.01.2018; Purchase; Desktop Type 3, HP;14;1582;22148;C;10
917019;01.01.2018; Purchase; Phone Type 1, Huawei;18;58;1044;B;10
917020;01.01.2018; Purchase; Speakers Type 7, Huawei;7;255;1785;C;10
917021;01.01.2018; Purchase; Mouse Type 4, Samsung;16;122;1952;C;10
917022;01.01.2018; Purchase; Smart Watch Type 2, Huawei;5;201;1005;B;10
917023;01.01.2018; Purchase; Laptop Type 6, HP;5;114;570;C;10
917024;01.01.2018; Purchase; Headphones Type 5, Samsung;15;108;1620;B;10
917025;01.01.2018; Purchase; Smart Watch Type 1, Dell;8;358;2864;C;10
917026;01.01.2018; Purchase; Phone Type 4, HP;20;23;460;B;10
917027;01.01.2018; Purchase; Speakers Type 6, HP;5;221;1105;C;10
917028;01.01.2018; Purchase; Monitor Type 4, Dell;7;191;1337;B;10
917029;01.01.2018; Purchase; Desktop Type 7, Huawei;10;85;850;B;10
917030;01.01.2018; Purchase; Phone Type 5, HP;9;434;3906;C;10
917031;01.01.2018; Purchase; Laptop Type 1, Samsung;8;588;4704;C;10
917032;01.01.2018; Purchase; Speakers Type 1, Huawei;11;85;935;A;10
917033;01.01.2018; Purchase; Mouse Type 3, Samsung;12;2237;26844;C;10
917034;01.01.2018; Purchase; Phone Type 10, Huawei;19;731;13889;C;10
917035;01.01.2018; Purchase; Keyboard Type 2, Samsung;8;22;176;C;10
917036;01.01.2018; Purchase; Microphone Type 1, Samsung;20;221;4420;C;10
917037;01.01.2018; Purchase; Desktop Type 1, Dell;14;1970;27580;B;10
917038;01.01.2018; Purchase; Phone Type 10, Samsung;11;187;2057;B;10
917039;01.01.2018; Purchase; Speakers Type 7, HP;16;57;912;C;10
917040;01.01.2018; Purchase; Phone Type 3, HP;11;50;550;B;10
917041;01.01.2018; Purchase; Desktop Type 1, Dell;19;115;2185;A;10
917042;01.01.2018; Purchase; Mouse Type 7, Huawei;13;114;1482;A;10
917043;01.01.2018; Purchase; Phone Type 8, HP;15;321;4815;C;10
917044;01.01.2018; Purchase; Hard Drive Type 4, Samsung;5;104;520;C;10
917045;01.01.2018; Purchase; Laptop Type 6, HP;10;102;1020;C;10
917046;01.01.2018; Purchase; Monitor Type 3, Samsung;11;1667;18337;C;10
917047;01.01.2018; Purchase; Speakers Type 5, Dell;8;108;864;C;10
917048;01.01.2018; Purchase; Keyboard Type 4, HP;10;562;5620;C;10
917049;01.01.2018; Purchase; Phone Type 6, Dell;5;2214;11070;B;10
917050;01.01.2018; Purchase; Phone Type 4, HP;9;18;162;C;10
917051;01.01.2018; Purchase; Phone Type 3, HP;6;690;4140;C;10
917052;01.01.2018; Purchase; Tablet Type 7, Dell;19;93;1767;A;10
917053;01.01.2018; Purchase; Keyboard Type 4, Huawei;15;85;1275;C;10
917054;01.01.2018; Purchase; Monitor Type 4, Dell;6;71;426;C;10
917055;01.01.2018; Purchase; Tablet Type 4, Dell;9;246;2214;B;10
917056;01.01.2018; Purchase; Headphones Type 2, Dell;6;72;432;C;10
917057;01.01.2018; Purchase; Tablet Type 7, HP;9;280;2520;C;10
917058;01.01.2018; Purchase; Mouse Type 2, Samsung;19;122;2318;B;10
917059;01.01.2018; Purchase; Phone Type 4, Samsung;12;573;6876;B;10
917060;01.01.2018; Purchase; Phone Type 6, Samsung;11;111;1221;A;10
917061;01.01.2018; Purchase; Smart Watch Type 3, Dell;15;57;855;C;10
917062;01.01.2018; Purchase; Hard Drive Type 1, Huawei;8;115;920;B;10
917063;01.01.2018; Purchase; Tablet Type 7, Dell;16;1241;19856;C;10
917064;01.01.2018; Purchase; Smart Watch Type 1, Huawei;12;182;2184;A;10
917065;01.01.2018; Purchase; Phone Type 8, Huawei;20;709;14180;A;10
917066;01.01.2018; Purchase; Tablet Type 5, HP;7;10;70;C;10
917067;01.01.2018; Purchase; Headphones Type 3, HP;20;98;1960;C;10
917068;01.01.2018; Purchase; Desktop Type 11, Samsung;15;94;1410;B;10
917069;01.01.2018; Purchase; Desktop Type 11, Dell;5;65;325;C;10
917070;01.01.2018; Purchase; Phone Type 1, Dell;6;301;1806;C;10
917071;01.01.2018; Purchase; Memory Type 2, Samsung;16;206;3296;C;10
917072;01.01.2018; Purchase; Memory Type 1, Dell;5;66;330;C;10
917073;01.01.2018; Purchase; Hard Drive Type 8, Samsung;8;1336;10688;C;10
917074;01.01.2018; Purchase; Memory Type 4, HP;17;52;884;A;10
917075;01.01.2018; Purchase; Desktop Type 8, HP;9;187;1683;C;10
917076;01.01.2018; Purchase; Laptop Type 2, Samsung;17;91;1547;A;10
917077;01.01.2018; Purchase; Mouse Type 2, Samsung;17;123;2091;C;10
917078;01.01.2018; Purchase; Keyboard Type 2, HP;7;102;714;A;10
917079;01.01.2018; Purchase; Phone Type 11, Huawei;9;413;3717;C;10
917080;01.01.2018; Purchase; Speakers Type 5, Samsung;13;457;5941;C;10
917081;01.01.2018; Purchase; Phone Type 10, HP;11;72;792;C;10
917082;01.01.2018; Purchase; Tablet Type 7, Samsung;5;187;935;B;10
917083;01.01.2018; Purchase; Memory Type 1, HP;20;18;360;A;10
917084;01.01.2018; Purchase; Desktop Type 7, Huawei;14;268;3752;C;10
917085;01.01.2018; Purchase; Desktop Type 10, Samsung;7;112;784;C;10
917086;01.01.2018; Purchase; Mouse Type 4, Huawei;15;104;1560;C;10
917087;01.01.2018; Purchase; Headphones Type 1, Samsung;16;83;1328;C;10
917088;01.01.2018; Purchase; Headphones Type 3, Huawei;12;457;5484;B;10
917089;01.01.2018; Purchase; Phone Type 6, Huawei;12;50;600;C;10
917090;01.01.2018; Purchase; Mouse Type 1, Dell;8;110;880;B;10
917091;01.01.2018; Purchase; Phone Type 3, HP;17;167;2839;C;10
917092;01.01.2018; Purchase; Hard Drive Type 8, HP;20;280;5600;C;10
917093;01.01.2018; Purchase; Monitor Type 3, Dell;6;2384;14304;A;10
917094;01.01.2018; Purchase; Laptop Type 2, Dell;13;20;260;C;10
917095;01.01.2018; Purchase; Mouse Type 1, Huawei;19;48;912;C;10
917096;01.01.2018; Purchase; Tablet Type 6, Huawei;20;255;5100;C;10
917097;01.01.2018; Purchase; Desktop Type 12, Samsung;5;52;260;C;10
917098;01.01.2018; Purchase; Phone Type 9, Samsung;7;72;504;A;10
917099;01.01.2018; Purchase; Speakers Type 2, HP;5;434;2170;C;10
917100;01.01.2018; Purchase; Hard Drive Type 2, Dell;7;93;651;C;10
917101;01.01.2018; Purchase; Phone Type 4, Samsung;5;387;1935;C;10
917102;01.01.2018; Purchase; Speakers Type 2, Dell;8;229;1832;A;10
917103;01.01.2018; Purchase; Hard Drive Type 4, Samsung;13;80;1040;A;10
917104;01.01.2018; Purchase; Desktop Type 3, HP;10;22;220;C;10
917105;01.01.2018; Purchase; Keyboard Type 1, HP;15;106;1590;C;10
917106;01.01.2018; Purchase; Hard Drive Type 6, Samsung;9;446;4014;B;10
917107;01.01.2018; Purchase; Hard Drive Type 3, Samsung;8;92;736;C;10
917108;01.01.2018; Purchase; Laptop Type 2, Samsung;19;68;1292;C;10
917109;01.01.2018; Purchase; Keyboard Type 4, Huawei;6;16;96;B;10
917110;01.01.2018; Purchase; Mouse Type 5, Samsung;12;30;360;B;10
917111;01.01.2018; Purchase; Laptop Type 3, Huawei;11;57;627;B;10
917112;01.01.2018; Purchase; Headphones Type 5, Samsung;18;407;7326;C;10
917113;01.01.2018; Purchase; Speakers Type 2, Huawei;11;43;473;C;10
917114;01.01.2018; Purchase; Mouse Type 7, Samsung;19;117;2223;C;10
917115;01.01.2018; Purchase; Tablet Type 2, Dell;13;883;11479;A;10
917116;01.01.2018; Purchase; Tablet Type 5, Huawei;7;272;1904;C;10
917117;01.01.2018; Purchase; Speakers Type 1, Samsung;10;111;1110;B;10
917118;01.01.2018; Purchase; Phone Type 12, Samsung;16;78;1248;C;10
917119;01.01.2018; Purchase; Laptop Type 2, HP;19;115;2185;C;10
917120;01.01.2018; Purchase; Speakers Type 6, HP;6;2384;14304;C;10
917121;01.01.2018; Purchase; Keyboard Type 3, Samsung;19;255;4845;C;10
917122;01.01.2018; Purchase; Smart Watch Type 1, Samsung;8;91;728;C;10
917123;01.01.2018; Purchase; Speakers Type 4, Dell;12;322;3864;C;10
917124;01.01.2018; Purchase; Monitor Type 2, Dell;8;234;1872;C;10
917125;01.01.2018; Purchase; Tablet Type 2, Dell;5;256;1280;B;10
917126;01.01.2018; Purchase; Memory Type 4, Dell;17;542;9214;C;10
917127;01.01.2018; Purchase; Tablet Type 7, Samsung;12;542;6504;C;10
917128;01.01.2018; Purchase; Charger Type 1, Samsung;10;68;680;C;10
917129;01.01.2018; Purchase; Tablet Type 4, Huawei;9;35;315;C;10
917130;01.01.2018; Purchase; Laptop Type 6, Dell;13;10;130;B;10
917131;01.01.2018; Purchase; Speakers Type 1, Samsung;8;387;3096;C;10
917132;01.01.2018; Purchase; Desktop Type 6, Samsung;6;94;564;C;10
917133;01.01.2018; Purchase; Tablet Type 1, Huawei;11;229;2519;C;10
917134;01.01.2018; Purchase; Laptop Type 6, HP;7;569;3983;C;10
917135;01.01.2018; Purchase; Keyboard Type 4, Samsung;18;41;738;C;10
917136;01.01.2018; Purchase; Phone Type 8, Huawei;18;434;7812;C;10
917137;01.01.2018; Purchase; Desktop Type 5, Samsung;16;22;352;B;10
917138;01.01.2018; Purchase; Microphone Type 3, HP;7;364;2548;C;10
917139;01.01.2018; Purchase; Hard Drive Type 6, Huawei;13;327;4251;C;10
917140;01.01.2018; Purchase; Charger Type 1, Dell;10;645;6450;B;10
917141;01.01.2018; Purchase; Mouse Type 3, Dell;18;43;774;C;10
917142;01.01.2018; Purchase; Keyboard Type 3, Samsung;17;115;1955;A;10
917143;01.01.2018; Purchase; Monitor Type 3, Dell;10;119;1190;C;10
917144;01.01.2018; Purchase; Speakers Type 7, Dell;18;72;1296;C;10
917145;01.01.2018; Purchase; Headphones Type 2, Huawei;8;314;2512;A;10
917146;01.01.2018; Purchase; Phone Type 12, Huawei;13;59;767;C;10
917147;01.01.2018; Purchase; Hard Drive Type 4, Huawei;6;59;354;C;10
917148;01.01.2018; Purchase; Laptop Type 3, HP;16;24;384;B;10
917149;01.01.2018; Purchase; Speakers Type 4, HP;8;182;1456;C;10
917150;01.01.2018; Purchase; Mouse Type 2, Dell;5;20;100;B;10
917151;01.01.2018; Purchase; Desktop Type 1, Huawei;12;66;792;C;10
917152;01.01.2018; Purchase; Phone Type 2, Samsung;5;110;550;B;10
917153;01.01.2018; Purchase; Laptop Type 6, HP;18;35;630;B;10
917154;01.01.2018; Purchase; Hard Drive Type 2, HP;9;570;5130;A;10
917155;01.01.2018; Purchase; Microphone Type 3, Huawei;11;42;462;C;10
917156;01.01.2018; Purchase; Hard Drive Type 6, Huawei;14;2237;31318;C;10
917157;01.01.2018; Purchase; Speakers Type 5, Samsung;15;427;6405;C;10
917158;01.01.2018; Purchase; Speakers Type 4, Huawei;10;64;640;C;10
917159;01.01.2018; Purchase; Memory Type 2, Samsung;17;650;11050;B;10
917160;01.01.2018; Purchase; Memory Type 1, Samsung;6;115;690;A;10
917161;01.01.2018; Purchase; Hard Drive Type 8, Dell;13;122;1586;B;10
917162;01.01.2018; Purchase; Phone Type 7, Huawei;20;457;9140;C;10
917163;01.01.2018; Purchase; Laptop Type 4, Dell;5;507;2535;B;10
917164;01.01.2018; Purchase; Charger Type 1, Dell;17;86;1462;C;10
917165;01.01.2018; Purchase; Laptop Type 2, Huawei;15;48;720;B;10
917166;01.01.2018; Purchase; Phone Type 11, Samsung;5;518;2590;C;10
917167;01.01.2018; Purchase; Desktop Type 2, HP;13;246;3198;C;10
917168;01.01.2018; Purchase; Desktop Type 6, Dell;12;16;192;C;10
917169;01.01.2018; Purchase; Phone Type 7, Samsung;13;47;611;A;10
917170;01.01.2018; Purchase; Phone Type 10, Huawei;7;130;910;C;10
917171;01.01.2018; Purchase; Tablet Type 2, Huawei;5;490;2450;C;10
917172;01.01.2018; Purchase; Desktop Type 12, Samsung;10;703;7030;A;10
917173;01.01.2018; Purchase; Desktop Type 4, Dell;13;142;1846;C;10
917174;01.01.2018; Purchase; Phone Type 3, Samsung;7;141;987;B;10
917175;01.01.2018; Purchase; Desktop Type 2, Samsung;18;709;12762;C;10
917176;01.01.2018; Purchase; Hard Drive Type 4, HP;5;35;175;B;10
917177;01.01.2018; Purchase; Speakers Type 5, Samsung;11;51;561;C;10
917178;01.01.2018; Purchase; Tablet Type 2, Dell;15;91;1365;C;10
917179;01.01.2018; Purchase; Mouse Type 3, Dell;17;562;9554;B;10
917180;01.01.2018; Purchase; Desktop Type 6, Huawei;9;231;2079;C;10
917181;01.01.2018; Purchase; Keyboard Type 2, Huawei;8;407;3256;C;10
917182;01.01.2018; Purchase; Tablet Type 4, HP;5;272;1360;C;10
917183;01.01.2018; Purchase; Phone Type 3, Dell;7;255;1785;C;10
917184;01.01.2018; Purchase; Mouse Type 3, Dell;19;207;3933;C;10
917185;01.01.2018; Purchase; Laptop Type 2, Huawei;14;159;2226;C;10
917186;01.01.2018; Purchase; Laptop Type 1, HP;5;650;3250;C;10
917187;01.01.2018; Purchase; Phone Type 2, Samsung;11;112;1232;C;10
917188;01.01.2018; Purchase; Phone Type 6, HP;19;290;5510;B;10
917189;01.01.2018; Purchase; Microphone Type 3, HP;6;529;3174;B;10
917190;01.01.2018; Purchase; Headphones Type 5, HP;12;22;264;C;10
917191;01.01.2018; Purchase; Keyboard Type 1, HP;9;319;2871;C;10
917192;01.01.2018; Purchase; Microphone Type 3, Samsung;16;971;15536;C;10
917193;01.01.2018; Purchase; Laptop Type 5, Dell;17;2031;34527;C;10
917194;01.01.2018; Purchase; Laptop Type 6, Dell;6;43;258;C;10
917195;01.01.2018; Purchase; Phone Type 9, Huawei;19;40;760;C;10
917196;01.01.2018; Purchase; Mouse Type 2, Dell;6;82;492;C;10
917197;01.01.2018; Purchase; Keyboard Type 3, HP;19;159;3021;A;10
917198;01.01.2018; Purchase; Phone Type 2, HP;20;197;3940;A;10
917199;01.01.2018; Purchase; Speakers Type 4, Samsung;18;115;2070;C;10
917200;01.01.2018; Purchase; Mouse Type 6, Samsung;8;425;3400;A;10
917201;01.01.2018; Purchase; Smart Watch Type 3, Samsung;6;446;2676;B;10
917202;01.01.2018; Purchase; Phone Type 10, Huawei;5;56;280;C;10
917203;01.01.2018; Purchase; Tablet Type 2, Dell;8;382;3056;C;10
917204;01.01.2018; Purchase; Hard Drive Type 1, HP;12;162;1944;C;10
917205;01.01.2018; Purchase; Keyboard Type 4, Dell;15;301;4515;C;10
917206;01.01.2018; Purchase; Desktop Type 9, Dell;20;93;1860;B;10
917207;01.01.2018; Purchase; Laptop Type 5, Samsung;13;22;286;B;10
917208;01.01.2018; Purchase; Microphone Type 2, Samsung;7;1182;8274;C;10
917209;01.01.2018; Purchase; Hard Drive Type 6, Samsung;18;358;6444;C;10
917210;01.01.2018; Purchase; Desktop Type 9, Dell;9;114;1026;C;10
917211;01.01.2018; Purchase; Hard Drive Type 5, Huawei;13;2237;29081;A;10
917212;01.01.2018; Purchase; Desktop Type 9, Huawei;16;690;11040;C;10
917213;01.01.2018; Purchase; Mouse Type 3, HP;8;62;496;C;10
917214;01.01.2018; Purchase; Memory Type 4, Huawei;14;141;1974;B;10
917215;01.01.2018; Purchase; Hard Drive Type 8, HP;20;2031;40620;A;10
917216;01.01.2018; Purchase; Speakers Type 6, Huawei;18;111;1998;B;10
917217;01.01.2018; Purchase; Laptop Type 4, Huawei;16;546;8736;C;10
917218;01.01.2018; Purchase; Mouse Type 4, Dell;17;22;374;C;10
917219;01.01.2018; Purchase; Charger Type 2, Samsung;14;122;1708;C;10
917220;01.01.2018; Purchase; Laptop Type 6, Huawei;15;48;720;C;10
917221;01.01.2018; Purchase; Speakers Type 4, HP;18;1824;32832;C;10
917222;01.01.2018; Purchase; Tablet Type 5, HP;16;283;4528;B;10
917223;01.01.2018; Purchase; Memory Type 3, Huawei;8;22;176;C;10
917224;01.01.2018; Purchase; Speakers Type 1, Samsung;20;68;1360;B;10
917225;01.01.2018; Purchase; Phone Type 10, Dell;20;937;18740;B;10
917226;01.01.2018; Purchase; Hard Drive Type 6, Huawei;12;164;1968;C;10
917227;01.01.2018; Purchase; Phone Type 3, HP;9;434;3906;C;10
917228;01.01.2018; Purchase; Laptop Type 3, Samsung;19;93;1767;B;10
917229;01.01.2018; Purchase; Phone Type 2, Dell;8;51;408;C;10
917230;01.01.2018; Purchase; Memory Type 1, Samsung;17;784;13328;C;10
917231;01.01.2018; Purchase; Desktop Type 4, Huawei;6;526;3156;B;10
917232;01.01.2018; Purchase; Smart Watch Type 2, HP;11;194;2134;C;10
917233;01.01.2018; Purchase; Desktop Type 1, Huawei;10;70;700;B;10
917234;01.01.2018; Purchase; Hard Drive Type 6, Dell;20;569;11380;C;10
917235;01.01.2018; Purchase; Mouse Type 7, Dell;15;475;7125;C;10
917236;01.01.2018; Purchase; Speakers Type 1, HP;11;33;363;A;10
917237;01.01.2018; Purchase; Phone Type 2, Samsung;14;113;1582;B;10
917238;01.01.2018; Purchase; Speakers Type 4, Samsung;9;94;846;B;10
917239;01.01.2018; Purchase; Phone Type 1, Huawei;15;67;1005;A;10
917240;01.01.2018; Purchase; Charger Type 1, Dell;12;475;5700;A;10
917241;01.01.2018; Purchase; Phone Type 3, HP;18;110;1980;C;10
917242;01.01.2018; Purchase; Headphones Type 1, HP;12;47;564;B;10
917243;01.01.2018; Purchase; Hard Drive Type 4, Huawei;19;106;2014;C;10
917244;01.01.2018; Purchase; Memory Type 1, HP;6;191;1146;C;10
917245;01.01.2018; Purchase; Phone Type 1, HP;7;123;861;C;10
917246;01.01.2018; Purchase; Desktop Type 2, Samsung;14;145;2030;C;10
917247;01.01.2018; Purchase; Desktop Type 5, Samsung;9;53;477;C;10
917248;01.01.2018; Purchase; Desktop Type 2, Samsung;5;518;2590;C;10
917249;01.01.2018; Purchase; Hard Drive Type 4, Huawei;19;59;1121;C;10
917250;01.01.2018; Purchase; Microphone Type 1, Huawei;10;41;410;C;10
917251;01.01.2018; Purchase; Desktop Type 12, Samsung;7;123;861;C;10
917252;01.01.2018; Purchase; Memory Type 2, Dell;17;447;7599;C;10
917253;01.01.2018; Purchase; Phone Type 8, HP;13;546;7098;C;10
917254;01.01.2018; Purchase; Mouse Type 1, HP;9;187;1683;C;10
917255;01.01.2018; Purchase; Phone Type 10, HP;6;231;1386;C;10
917256;01.01.2018; Purchase; Phone Type 1, Dell;15;407;6105;C;10
917257;01.01.2018; Purchase; Speakers Type 3, HP;16;143;2288;B;10
917258;01.01.2018; Purchase; Headphones Type 1, Huawei;11;246;2706;C;10
917259;01.01.2018; Purchase; Speakers Type 6, Samsung;6;55;330;A;10
917260;01.01.2018; Purchase; Mouse Type 7, Samsung;5;546;2730;A;10
917261;01.01.2018; Purchase; Headphones Type 3, Samsung;15;115;1725;C;10
917262;01.01.2018; Purchase; Tablet Type 2, Huawei;8;191;1528;C;10
917263;01.01.2018; Purchase; Microphone Type 2, Samsung;13;50;650;B;10
917264;01.01.2018; Purchase; Memory Type 1, HP;17;268;4556;C;10
917265;01.01.2018; Purchase; Laptop Type 4, Huawei;17;1019;17323;C;10
917266;01.01.2018; Purchase; Memory Type 4, HP;5;224;1120;C;10
917267;01.01.2018; Purchase; Speakers Type 2, HP;10;1667;16670;C;10
917268;01.01.2018; Purchase; Desktop Type 9, Samsung;9;364;3276;C;10
917269;01.01.2018; Purchase; Speakers Type 2, HP;7;671;4697;B;10
917270;01.01.2018; Purchase; Mouse Type 7, Huawei;10;143;1430;A;10
917271;01.01.2018; Purchase; Memory Type 1, HP;8;66;528;C;10
